42.41079907953013,-83.4979329576235
42.410560910300674,-83.49813820211683
42.410904135679246,-83.49775810862036
42.410286980342,-83.49791835370385
42.41099265329332,-83.49802975398138
42.41072435773594,-83.49771441900843
42.41017747038154,-83.49799231535809
42.410651628397034,-83.49824063649983
42.41096100276755,-83.49781150908062
42.41041207921532,-83.49774423204998
42.410871077835154,-83.49816160787068
42.41048935646852,-83.49766224234607
42.41021516163244,-83.4980990995211
42.411043817156134,-83.49788836786938
42.41067082278361,-83.4977868787483
42.4103441809418,-83.49823806526956
42.41092900116534,-83.49766737597115
42.41026579882354,-83.49802780838392
42.41082635400702,-83.49808534625454
42.4105826650569,-83.49787056286883
