mine	0,5.0338,2,0.5136257636837843,0.017177741248886307,0.578360394733708,0.09683056001539354
mine	0,5.0338,2,0.260940793665444,0.4252841008173955,0.3200237367211319,0.5064307869254768
mine	0,5.0338,2,0.4155148389862805,0.5197685043533127,0.4814181816287157,0.596898958280489
mine	0,5.0338,2,0.39523773193359374,0.20004189478886591,0.4577086285846989,0.28241011384245635
mine	0,5.0338,2,0.561515175423971,0.8922101305676745,0.6269215653582317,0.9795722466010552
mine	0,4.0338,2,0.8186277063881479,0.7757818048650568,0.8858775069073933,0.8516829849837663
mine	0,4.0338,2,0.7988794094178735,0.48028078946200287,0.8645095453029725,0.5549763766202059
mine	0,4.0338,2,0.38670751059927594,0.73497470013507,0.4492309198146913,0.8044467281985592
mine	0,4.0338,2,0.6679277373523247,0.6919436764407467,0.7284708162633384,0.7759429634391487
mine	0,4.0338,2,0.3670415738733803,0.3019541950968953,0.4240563369378811,0.3801302228655134
mine	0,4.0338,2,0.9144039247094131,0.2669027006471312,0.9806505901057546,0.34674884746601053
mine	0,4.0338,2,0.36920299995236283,0.2846028959596312,0.42562248416063264,0.37035117211279933
mine	0,3.0338,2,0.5599172824766577,0.7258510837307224,0.615488936261433,0.8020550616375812
mine	0,3.0338,2,0.14627766492890149,0.4896514694412033,0.20264408762862043,0.5713775436599533
mine	0,3.0338,2,0.16716074129430258,0.11064026572487572,0.22886856823432736,0.19329914489349762
mine	0,3.0338,2,0.005699223425330185,0.7312525464342786,0.07010016092439977,0.8173168727329799
mine	0,2.0338,2,0.8072610250333461,0.4507300141569856,0.8640665938214558,0.5222454318752536
mine	0,2.0338,2,0.7936888159775153,0.024619192272037654,0.852752090081936,0.10116608111889332
mine	-0.5,2.0338,2,0.42073018143816693,0.23841555706866377,0.48471534542921113,0.32072736071301744
mine	-0.5,2.0338,2,0.26139005335365856,0.14640663196514178,0.3216052171660633,0.23093632289341517
mine	-0.5,2.0338,2,0.556347544600324,0.6471683452655743,0.6190800364424542,0.7301248327478186
mine	-0.5,2.0338,2,0.2298948520567359,0.7284161456219562,0.2916544472298971,0.8043086064326299
mine	-0.5,2.0338,2,0.33196050132193217,0.768835736559583,0.39383965468988186,0.8426682113052962
mine	-0.5,3.0338,2,0.11945752399723704,0.015318920085956525,0.18199991365758383,0.09706220998392477
mine	-0.5,3.0338,2,0.034078891102860616,0.512014711057985,0.09963628257193216,0.5963339867529931
mine	-0.5,3.0338,2,0.004556376759598895,0.2087695381858132,0.06705494857415921,0.2943079316770876
mine	-0.5,5.0338,2,0.034540690445318455,0.23309799293418984,0.10131253498356517,0.31964222796551595
mine	-0.5,5.0338,2,0.1652209956471513,0.6459113777457893,0.2284497889076791,0.7273314835189225
mine	-0.5,6.0338,2,0.3940524961890244,0.4509287252054586,0.4546027206793064,0.5257034797173041
mine	-0.5,6.0338,2,0.3717227098418445,0.027858117958167932,0.4284880475300114,0.11000981268944679
mine	-0.5,6.0338,2,0.8158861858088796,0.5148773193359375,0.8846420660251524,0.592652803891665
mine	-0.5,6.0338,2,0.6657309927591464,0.4257080771706321,0.7270195937738186,0.5064033904632965
mine	-0.5,6.0338,2,0.8025671982183689,0.1942648949561181,0.8665393364138719,0.2780699296431108
mine	-0.5,6.0338,2,0.9226521561785442,0.009631160017731902,0.9868633735470655,0.09069977178202047
mine	-1,6.0338,2,0.8051189887814405,0.7308062268542005,0.8638651033727134,0.8009917023894074
mine	-1,6.0338,2,0.8862060546875,0.655967514236252,0.9433298994855183,0.7332004695743709
mine	-1,5.0338,2,0.5592783858136433,0.11031045542134867,0.6201271987542873,0.19332510465151304
mine	-1,5.0338,2,0.3894818933998666,0.7365847005472554,0.4526998380335366,0.8117437486524706
mine	-1,5.0338,2,0.22834457769626523,0.18202491859336953,0.28818082111637766,0.2582726664357371
mine	-1,5.0338,2,0.3360741219869474,0.22583954055587968,0.39529642244664637,0.3047797710864575
mine	-1,5.0338,2,0.5520161698504192,0.4879679989505124,0.609822343035442,0.5688657884473924
mine	-1,4.0338,2,0.6714559415491616,0.14568684317848898,0.731388594464558,0.2306445976356407
mine	-1,4.0338,2,0.8205413074028202,0.2408760368049919,0.886789238162157,0.3196544647216797
mine	-1,4.0338,2,0.39191611685403965,0.1826313811463195,0.45393959603658535,0.2546508095481179
mine	-1,4.0338,2,0.6300027986852134,0.7217204106318487,0.6957706358374619,0.7968896642907873
mine	-1,3.0338,2,0.8033867812738186,0.45845487520292205,0.8595398693549924,0.5342756494299158
mine	-1.5,2.0338,2,0.5608854340343941,0.4347961227615158,0.6175993012218941,0.5119297968876826
mine	-1.5,3.0338,2,0.5136116213914824,0.2725235579849838,0.5746335285465892,0.3482692272632153
mine	-1.5,3.0338,2,0.39540226633955794,0.4829043598918172,0.45659339718702363,0.5583948407854352
mine	-1.5,3.0338,2,0.4196031151748285,0.7728811982390168,0.4840550120283918,0.8508621810318587
mine	-1.5,3.0338,2,0.2644294552686738,0.6930809020996094,0.3224199620688834,0.7767998336197494
mine	-1.5,4.0338,2,0.5603165045017149,0.699829745602298,0.6170821771389101,0.779815673828125
mine	-1.5,5.0338,2,0.5714360306902629,0.45314882947252944,0.6231829759551257,0.5195573088410613
mine	-1.5,5.0338,2,0.14645552286287633,0.21832654383275416,0.19953490466606327,0.2916679877739448
mine	-1.5,5.0338,2,0.005603790283203125,0.47394720300451504,0.06430023937690549,0.5499604460480926
mine	-2,6.0338,2,0.4208768146794017,0.004362712432811787,0.48503295154106324,0.07718720993438324
mine	-2,6.0338,2,0.2284692717761528,0.4465318655038809,0.28935904153963415,0.5242547369622564
mine	-2,6.0338,2,0.5524965984065359,0.7640295152540331,0.6112380609279726,0.8428291221717735
mine	-2,6.0338,2,0.3397389853872904,0.4959194629223316,0.39642389809213036,0.5733138245421571
mine	-2,6.0338,2,0.5575382139624618,0.3661478463705484,0.6199639669278773,0.4523479412128399
mine	-2,6.0338,2,0.5344045871641577,0.6094943950702618,0.5999891327648628,0.6925990117060674
mine	-2,4.0338,2,0.8217720589986661,0.004092430139516855,0.8930311993854801,0.0741934838233056
mine	-2,4.0338,2,0.629451249285442,0.4483578174145191,0.6951028963414634,0.5262354565905286
mine	-2,4.0338,2,0.16496459216606327,0.6956052904005174,0.22509011989686548,0.7822965151303775
mine	-2,4.0338,2,0.749392402462843,0.48664291183669844,0.8186954405249619,0.5678928920200893
mine	-2,3.0338,2,0.8011952469988567,0.7347048474596692,0.8609244742044588,0.8093724436574168
mine	-2,3.0338,2,0.6288457358755717,0.18215281003481382,0.6938230188881479,0.2601857123436866
mine	-2,3.0338,2,0.16245654966773057,0.4287872314453125,0.22308260289634146,0.5144672641506443
mine	-2,2.0338,2,0.005820216202154392,0.48375424471768463,0.06969886872826553,0.567653903713474
mine	-2,2.0338,2,0.12178890879561262,0.2740689067097453,0.18038419397865854,0.35595703125
mine	-2,2.0338,2,0.039501013406893104,0.7688884982815036,0.10272026062011719,0.8505595814098011
mine	-2.5,2.0338,2,0.5642086866425304,0.15749689820524934,0.6175527433069741,0.23487962995256698
mine	-2.5,3.0338,2,0.8958532565977515,0.10844651754800376,0.9473279255192454,0.1832093449382039
mine	-2.5,3.0338,2,0.8085941965987042,0.16590750062620485,0.865863632574314,0.24345224553888495
mine	-2.5,4.0338,2,0.1685311852431879,0.45290533288732754,0.22220552025771723,0.5229422333952668
